-0.7588    0.8395 0.0001172 5.731e-05         0         0         0         0    0.6665       1.8
-0.7172    0.8038 0.0001331 7.629e-05         0         0         0         0    0.6664       1.9
-0.674    0.7633  0.000146 0.0001019         0         0         0         0    0.6662         2
-0.6247    0.7114 0.0001692 0.0001568         0         0         0         0    0.6658       2.1
-0.5714    0.6458 0.0001874 0.0002629         0         0         0         0    0.6649       2.2
-0.5113    0.5541 0.0002088 0.0005221         0         0         0         0    0.6617       2.3
-0.4565    0.4459 0.0002068   0.00096         0         0         0         0    0.6524       2.4
-0.406    0.3261 0.0001615   0.00126         0         0         0         0    0.6314       2.5
-0.3673    0.2413 0.0001257  0.001025         0         0         0         0    0.6126       2.6
-0.3361    0.1765 0.0001115 0.0009738         0         0         0         0    0.5785       2.7
-0.3068    0.1122 0.0001091  0.001006         0         0         0         0    0.4574       2.8
-0.2834   0.06552 9.658e-05  0.000646         0         0         0         0    0.2184       2.9
