-0.7756    0.8555  0.002037 0.0008619         0         0         0         0    0.6639       1.8
-0.7408    0.8275  0.002294  0.001053         0         0         0         0    0.6629       1.9
-0.7067    0.7987  0.002669  0.001353         0         0         0         0    0.6613         2
-0.6679    0.7639  0.002968  0.001685         0         0         0         0    0.6592       2.1
-0.6264     0.723  0.003398  0.002185         0         0         0         0    0.6555       2.2
-0.5826     0.677  0.003595  0.002771         0         0         0         0    0.6504       2.3
-0.5379    0.6255  0.003743  0.003328         0         0         0         0    0.6432       2.4
-0.4926    0.5671  0.003915  0.004355         0         0         0         0    0.6304       2.5
-0.4503     0.506  0.004048  0.005544         0         0         0         0    0.6101       2.6
-0.4097    0.4431   0.00403  0.006559         0         0         0         0    0.5828       2.7
-0.3684    0.3719  0.003684  0.007146         0         0         0         0    0.5374       2.8
-0.3333    0.3073  0.003367  0.007247         0         0         0         0     0.471       2.9
