-0.9922     0.996  5.92e-05 8.595e-06         0         0         0         0         1       1.8
-0.9921     0.996 5.986e-05 8.275e-06         0         0         0         0         1       1.9
-0.9878    0.9938 9.398e-05 1.279e-05         0         0         0         0         1         2
-0.9824    0.9909 0.0001329 1.789e-05         0         0         0         0         1       2.1
-0.9773    0.9882 0.0001631 2.125e-05         0         0         0         0         1       2.2
-0.9711     0.985 0.0002102 2.663e-05         0         0         0         0         1       2.3
-0.9661    0.9822 0.0002687 3.392e-05         0         0         0         0         1       2.4
-0.957    0.9772 0.0003415 4.321e-05         0         0         0         0         1       2.5
-0.9511    0.9739  0.000399 4.961e-05         0         0         0         0         1       2.6
-0.9418    0.9688 0.0004795 5.864e-05         0         0         0         0         1       2.7
-0.9299    0.9621 0.0005918 7.251e-05         0         0         0         0         1       2.8
-0.9166    0.9544 0.0007363  9.24e-05         0         0         0         0         1       2.9
-0.8995    0.9445 0.0008551 0.0001068         0         0         0         0         1         3
-0.8847    0.9356   0.00109 0.0001362         0         0         0         0         1       3.1
-0.8649    0.9233   0.00125 0.0001609         0         0         0         0         1       3.2
-0.8444    0.9103  0.001387 0.0001861         0         0         0         0         1       3.3
-0.8208    0.8946  0.001765 0.0002529         0         0         0         0         1       3.4
-0.7948     0.877  0.002036 0.0003137         0         0         0         0         1       3.5
-0.7689    0.8587   0.00237 0.0003807         0         0         0         0         1       3.6
-0.7311      0.83  0.003001 0.0005257         0         0         0         0         1       3.7
-0.7049    0.8099  0.003273 0.0005893         0         0         0         0         1       3.8
-0.661     0.773  0.004232  0.000929         0         0         0         0         1       3.9
-0.618    0.7339  0.003978 0.0009363         0         0         0         0         1         4
-0.5691    0.6808  0.005371  0.002331     292.9     16.26      23.9     22.92         1       4.1
-0.5327    0.6427  0.005142  0.002143     171.8     13.82         1         0         1       4.2
-0.4612    0.5291  0.007611  0.006672     209.6     13.95      31.2     19.91         1       4.3
-0.4199    0.4746  0.006669  0.005884     238.5     15.41     57.55     40.76         1       4.4
-0.361    0.3568  0.005627  0.006881     123.8     9.124      16.7     8.756         1       4.5
-0.3238    0.2787  0.004213  0.006051     82.25     8.698      25.2     11.89         1       4.6
-0.2998    0.2352  0.003111  0.004644      46.6     2.697      13.2     5.892         1       4.7
-0.2794    0.1885  0.002429  0.003505     30.35     1.686     44.55     29.51         1       4.8
-0.2647    0.1649  0.002115  0.002986      47.5     4.206       7.5      2.74         1       4.9
-0.2549    0.1541  0.001823  0.002415      32.5     2.726       5.2     2.238         1         5
-0.2427    0.1312  0.001553  0.001834     15.55    0.5248      6.55     2.709         1       5.1
-0.2362    0.1281  0.001443  0.001714     20.95    0.8731         6      1.93         1       5.2
-0.2291    0.1207  0.001373  0.001533      22.2     1.004       9.5     3.885         1       5.3
-0.2218    0.1113  0.001255  0.001305      14.1    0.5908       3.9     1.425         1       5.4
-0.2148    0.1049  0.001211   0.00112      16.1    0.7523      4.95     1.768         1       5.5
-0.2087    0.1008   0.00117 0.0009965      12.7    0.5249         3     1.086         1       5.6
-0.2039   0.09697  0.001135  0.000924      26.7      2.46     11.65     7.099         1       5.7
-0.1984    0.0906  0.001102 0.0008247      11.6    0.3471      6.35       2.6         1       5.8
-0.1942   0.08933  0.001042 0.0007456     10.05      -nan      7.15     2.289         1       5.9
-0.1892   0.08546  0.001021 0.0007017        16    0.9562      5.35     1.847         1         6
-0.1845   0.08341  0.001004 0.0006491     10.95   0.01936      3.65     1.245         1       6.1
-0.1809   0.08155  0.001009 0.0006165        10   0.05916      3.45    0.9747         1       6.2
-0.1772   0.07905  0.001005 0.0005745      13.9    0.7593       4.9     1.861         1       6.3
-0.1733   0.07761 0.0009705 0.0005509        13    0.4416       6.8     2.401         1       6.4
